ImageId,EncodedPixels
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,15933 8 16450 14 16969 17 17488 19 18007 22 18527 23 19046 25 19566 26 20087 25 20607 26 21128 25 21648 25 22169 25 22691 22 23213 20 23735 17 24258 12 24785 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,130883 10 131400 16 131917 20 132435 23 132954 25 133473 38 133992 41 134511 44 135031 45 135551 45 136071 46 136592 45 137113 18 137135 23 137635 14 137656 22 138156 11 138177 21 138676 10 138698 20 139183 7 139192 15 139219 18 139702 26 139740 16 140220 29 140261 14 140740 30 140782 12 141259 32 141304 9 141778 33 141826 7 142298 34 142347 7 142818 34 142867 9 143337 35 143386 10 143856 36 143906 11 144375 37 144426 11 144895 36 144946 12 145415 36 145466 12 145934 36 145986 11 146453 36 146507 10 146973 34 147028 8 147493 26 147549 6 148012 25 148072 1 148532 24 149052 23 149573 21 150093 20 150614 19 151135 17 151658 14 152180 10 152701 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,170384 6 170902 10 171420 14 171938 17 172457 19 172975 22 173494 24 174013 26 174532 27 175052 27 175572 27 176092 27 176613 26 177133 26 177654 24 178175 23 178695 22 179215 21 179736 19 180259 14
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,347 2 363 22 864 10 877 30 1383 44 1902 45 2422 46 2942 46 3461 48 3980 49 4500 49 5019 50 5538 51 6058 51 6578 51 7097 52 7617 19 7639 29 8137 18 8161 27 8658 17 8682 24 9179 16 9205 20 9699 15 9729 14 10220 14 10256 4 10738 16 11258 17 11777 19 12297 19 12817 19 13337 17 13857 16 14378 13
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,17003 4 17521 8 18039 11 18558 13 19078 13 19597 15 20117 16 20636 18 21156 19 21676 19 22196 20 22716 20 23236 20 23757 19 24277 21 24798 26 25319 29 25834 2 25839 30 26349 11 26372 19 26866 18 26892 20 27385 20 27412 20 27904 23 27932 21 28423 25 28453 20 28942 27 28974 19 29462 28 29494 19 29982 28 30014 19 30502 28 30534 19 31022 28 31054 18 31541 29 31574 18 32061 28 32095 16 32582 26 32615 16 33102 25 33136 15 33622 23 33658 13 34143 19 34179 11 34664 16 34701 8 35185 14 35224 3 35705 13 36226 11 36747 9 37269 6 37790 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,155829 5 156347 9 156865 12 157384 14 157904 14 158423 15 158943 14 159464 12 159985 10 160506 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,149114 1 149629 9 150140 19 150658 22 151177 23 151695 26 152205 8 152214 29 152724 41 153244 43 153764 44 154284 45 154805 45 155326 44 155847 17 155868 22 156367 14 156390 20 156886 17 156910 20 157405 19 157431 19 157923 22 157951 19 158443 22 158471 19 158963 23 158992 17 159483 23 159512 17 160003 23 160033 15 160523 23 160554 13 161034 32 161076 9 161552 34 161598 4 162072 34 162591 34 163111 33 163631 20 163654 10 164150 22 164177 4 164670 22 165190 23 165710 23 166230 24 166751 23 167271 23 167314 2 167792 23 167831 8 168313 22 168340 1 168350 11 168834 21 168857 6 168869 13 169354 20 169377 8 169388 15 169875 19 169897 27 170396 19 170416 28 170918 46 171439 45 171960 44 172482 42 173004 39 173525 31 174045 30 174566 27 175088 7 175107 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,109556 6 110075 9 110594 11 111113 13 111632 15 112152 16 112672 19 113192 21 113712 22 114233 22 114753 22 115273 23 115793 24 116313 24 116834 23 117354 23 117875 21 118396 19 118917 18 119438 16 119960 12 120482 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,50293 2 50810 10 51328 15 51847 17 52366 19 52886 20 53406 21 53926 21 54446 22 54967 21 55487 21 56007 20 56527 20 57037 30 57555 31 58074 31 58593 31 59113 31 59633 30 60153 21 60176 5 60674 21 61194 21 61715 20 62236 19 62757 18 63278 17 63798 17 64319 16 64840 16 65361 16 65882 21 65911 8 66404 20 66430 12 66925 21 66948 15 67445 22 67468 18 67964 43 68484 44 69003 47 69523 48 70043 49 70563 49 71082 25 71108 25 71601 25 71628 25 72121 24 72149 24 72641 23 72670 24 73161 22 73191 23 73681 20 73711 23 74200 20 74232 22 74720 18 74753 21 75241 15 75274 20 75761 14 75796 17 76282 11 76318 15 76803 9 76840 12 77325 5 77366 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,122044 1 122561 12 123079 17 123598 19 124118 20 124638 21 125158 21 125678 21 126199 19 126721 16 127244 12
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,37809 8 38326 14 38845 16 39364 18 39884 18 40403 19 40923 19 41443 19 41964 17 42485 16 43005 15 43525 15 44046 14 44567 13 45088 11 45609 9 46132 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,83599 4 84116 10 84634 14 85153 16 85672 18 86191 20 86710 21 87229 23 87749 23 88269 23 88788 24 89308 23 89828 23 90348 22 90868 20 91389 17 91909 9 92431 8 92951 12 93471 14 93990 17 94509 19 95029 20 95548 22 96068 22 96588 24 97108 24 97628 24 98148 25 98669 25 99189 25 99709 25 100210 8 100230 24 100728 14 100756 18 101246 22 101277 17 101765 25 101798 15 102285 26 102319 13 102804 27 102838 12 103323 29 103357 13 103843 29 103876 15 104363 31 104395 18 104883 52 105403 54 105924 54 106445 29 106475 24 106966 28 106995 25 107487 25 107515 25 108009 23 108035 26 108531 20 108556 24 109053 17 109077 23 109576 12 109598 22 110120 19 110641 18 111162 18 111683 17 112204 17 112724 17 113244 16 113764 16 114284 16 114805 15 115325 18 115845 20 116366 21 116888 20 117409 20 117929 20 118449 21 118961 29 118995 6 119477 34 119513 9 119992 39 120032 11 120510 53 121028 56 121547 57 122066 57 122585 42 122628 15 123104 40 123153 8 123624 39 123675 4 124144 37 124664 36 125184 34 125704 33 126224 33 126745 32 127265 31 127786 30 128307 28 128829 24 129352 10 129367 5 129876 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,178733 2 179250 7 179768 9 180287 10 180808 9
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,14427 6 14946 11 15466 13 15985 15 16504 16 17024 17 17544 17 18063 18 18582 20 19102 20 19622 20 20142 20 20662 21 21182 21 21703 20 22223 20 22744 19 23264 18 23786 16 24307 14
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,35763 5 36281 9 36799 13 37318 14 37837 16 38357 17 38876 18 39395 20 39915 20 40435 20 40954 21 41473 21 41993 21 42512 21 43031 21 43551 20 44070 20 44591 19 45112 18 45633 17 46153 18 46674 16 47195 15 47716 14 48236 13 48757 11 49278 9 49799 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,55523 13 56038 21 56555 27 57074 30 57594 32 58114 33 58634 33 59154 34 59675 33 60195 33 60716 32 61236 32 61757 30 62278 29 62801 25 63323 23 63844 22 64364 22 64885 21 65405 22 65927 19 66448 18 66970 16 67493 11 68018 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,142361 2 142880 4 143400 6 143921 20 144441 23 144961 23 145482 23 146002 23 146523 23 147043 23 147564 22 148084 22 148605 20 149126 18 149647 16 150169 12 150693 4
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,26408 7 26927 10 27446 12 27966 13 28486 12 29006 12 29527 10 30047 9 30569 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,408 22 927 24 1448 23 1970 20 2497 12 3021 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,130931 1 130941 5 131450 18 131968 21 132488 22 133007 23 133527 23 134047 23 134567 23 135088 21 135609 20 136131 17 136652 16 137174 13 137696 10 138219 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,167864 3 168379 11 168897 14 169416 16 169935 18 170454 19 170974 20 171493 21 172013 21 172533 21 173053 21 173573 21 174093 21 174614 19 175134 18 175655 16 176175 14 176696 8 177218 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,71143 9 71661 13 72179 25 72698 28 73217 31 73736 33 74256 33 74776 34 75296 34 75817 33 76337 33 76858 33 77380 31 77901 29 78423 27 78945 24 79467 22 79990 17 80515 11 81038 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,12904 5 13423 9 13942 11 14461 13 14981 14 15500 15 16019 16 16539 17 17059 17 17579 17 18098 18 18618 19 19137 20 19657 20 20177 20 20698 19 21218 19 21739 17 22260 16 22781 14 23303 10
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,43069 10 43587 14 44106 16 44624 20 45143 22 45662 23 46181 25 46701 25 47220 27 47739 28 48259 28 48779 29 49299 30 49818 31 50339 30 50859 31 51379 31 51899 31 52419 31 52940 30 53461 29 53981 29 54502 28 55023 26 55544 25 56065 25 56586 25 57108 24 57632 21 58153 21 58673 21 59193 22 59713 22 60233 23 60753 23 61273 22 61794 20 62314 20 62835 18 63356 14 63877 12 64399 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,103918 1 104436 5 104956 6 105475 7 105995 7 106514 7 107034 5 107554 2 108073 2 108593 2 109112 3 109632 3 110151 4 110671 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,179832 14 180351 17 180871 18
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,6162 2 6680 6 7199 10 7718 13 8238 13 8759 12 9279 13 9801 10 10323 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,127397 3 127915 6 128414 7 128434 7 128932 10 128952 9 129450 13 129471 10 129933 2 129969 15 129990 11 130449 12 130488 17 130509 12 130967 17 131006 20 131028 13 131486 19 131525 36 132004 23 132045 36 132523 25 132564 37 133042 28 133084 37 133562 31 133604 37 134082 32 134124 37 134601 34 134643 38 135120 36 135161 40 135639 82 136159 82 136678 83 137198 83 137718 83 138238 83 138759 27 138792 24 138820 20 139279 25 139312 24 139343 17 139800 23 139833 22 139865 14 140322 19 140354 21 140393 5 140843 17 140875 19 141364 15 141396 17 141886 10 141917 16 142438 17 142960 16 143483 16 144003 18 144523 20 145042 22 145561 24 146081 25 146600 26 146631 8 147120 27 147149 11 147640 41 148159 42 148679 42 149200 41 149720 41 150241 40 150761 40 151282 39 151803 38 152324 37 152846 35 153370 5 153379 22 153899 21 154419 21 154939 21 155460 20 155980 20 156501 19 157022 17 157543 15 158065 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,95607 5 96124 10 96643 12 97162 14 97682 15 98201 17 98721 17 99241 18 99761 18 100281 18 100802 17 101322 18 101842 18 102363 18 102884 16 103406 14 103927 12 104449 9 104971 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,11902 5 12420 8 12939 10 13455 15 13971 20 14489 23 15008 25 15528 26 16047 28 16567 28 17087 28 17606 29 18126 29 18646 29 19166 28 19686 27 20205 27 20725 26 21244 26 21765 23 22285 22 22806 20 23327 17 23848 14 24369 10 24890 8 25411 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,30616 9 31133 15 31651 18 32170 21 32689 24 33209 25 33728 27 34247 30 34767 31 35287 31 35807 32 36327 32 36847 32 37368 31 37889 30 38409 29 38931 26 39453 22 39975 19 40496 18 41017 18 41536 20 42056 21 42574 23 43094 24 43613 25 44132 26 44651 27 45171 27 45691 26 46211 26 46731 26 47251 26 47771 26 48291 26 48812 24 49333 22 49853 22 50374 20 50896 16 51418 12 51942 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,151778 12 152295 17 152814 20 153333 22 153852 23 154372 24 154891 26 155411 27 155931 28 156450 30 156970 30 157489 31 158009 31 158529 32 159049 31 159569 31 160089 31 160609 31 161129 30 161649 30 162170 28 162690 27 163211 26 163732 24 164253 22 164774 20 165296 16 165817 14 166340 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,452 58 971 60 1491 61 2011 60 2532 58 3053 57 3574 55 4096 52 4618 41 5140 37 5662 5 5673 22 6195 14 6718 7
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,78987 6 79505 10 80023 12 80540 16 81059 18 81577 20 82096 21 82614 23 83133 24 83652 25 84172 25 84691 26 85211 25 85731 24 86252 23 86773 21 87295 18 87827 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,171540 7 172058 10 172576 13 173096 14 173615 15 174134 15 174654 15 175174 15 175695 13 176215 12 176736 10 177257 7 177779 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,41074 5 41592 8 42111 9 42631 8 43150 9 43670 8 44189 7 44708 6 45227 6 45747 4 46267 3 46787 3 47307 3 47827 5 48347 11 48867 12 49387 13 49907 13 50427 14 50947 14 51467 14 51958 5 51987 14 52476 8 52506 15 52994 11 53026 15 53513 12 53546 15 54032 13 54066 15 54551 13 54586 15 55070 14 55106 15 55589 15 55626 15 56106 18 56146 15 56624 21 56667 14 57143 23 57188 13 57663 24 57709 11 58183 25 58228 12 58703 26 58747 13 59223 26 59265 16 59743 29 59784 17 60263 35 60303 18 60783 36 60823 18 61304 36 61342 19 61825 36 61862 19 62346 35 62382 19 62866 55 63384 57 63902 41 63944 17 64421 41 64464 17 64939 43 64985 16 65458 24 65485 16 65506 15 65978 23 66010 9 66027 13 66497 25 66524 12 66547 13 67017 39 67068 11 67537 40 67590 7 68058 40 68112 3 68578 41 69098 42 69618 42 70139 41 70660 41 71181 40 71702 39 72223 38 72746 3 72756 25 73276 25 73797 23 74319 21 74840 18 75362 15 75884 10
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,106539 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,90437 5 90955 11 91474 13 91994 13 92513 15 92536 5 93032 17 93054 9 93552 17 93571 13 94071 34 94590 35 95110 36 95630 36 96149 38 96669 38 97189 38 97709 37 98229 37 98749 36 99269 36 99790 34 100310 34 100829 33 101349 32 101867 26 102385 25 102904 24 103424 14 103442 3 103945 12 104465 12 104985 12 105506 11 106028 8 106552 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,76435 5 76953 8 77461 1 77472 9 77976 10 77991 10 78493 14 78511 10 79010 31 79524 37 80043 38 80562 39 81081 40 81601 40 82121 40 82641 40 83161 40 83681 40 84202 28 84231 10 84722 27 84752 9 85243 25 85274 6 85763 24 85796 4 86284 22 86804 21 87324 19 87844 17 88366 13 88887 10 89409 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,104492 5 105010 8 105528 11 106047 12 106566 14 107085 15 107604 16 108124 16 108644 16 109164 16 109685 15 110206 14 110727 13 111249 10 111771 6
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,109197 3 109714 7 110232 9 110750 11 111269 12 111789 12 112308 13 112827 14 113333 5 113346 15 113852 9 113865 16 114370 13 114384 17 114889 32 115408 33 115926 35 116446 35 116964 37 117484 37 118004 37 118524 37 119044 36 119565 18 119588 12 120085 18 120111 8 120605 17 120635 4 121125 16 121157 1 121646 15 121677 2 122168 13 122196 4 122689 12 122715 5 123209 13 123234 6 123729 13 123754 6 124249 13 124276 3 124769 13 125289 12 125810 9 126331 5
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,28061 6 28077 3 28579 11 28596 4 29097 15 29114 7 29616 25 30135 26 30654 27 31173 28 31691 30 32210 31 32729 32 33248 32 33768 27 34288 26 34808 24 35329 23 35850 20 36371 19 36892 16 37413 13 37935 8
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,165336 7 165854 12 166373 14 166893 16 167412 17 167931 18 168451 18 168971 18 169491 18 170011 18 170532 17 171053 15 171574 13 172095 12 172616 10 173138 7 173660 3
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,177305 4 177823 7 178342 8 178862 14 179382 16 179902 17 180423 17 180944 15
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,517 3 1035 6 1554 7 2074 7 2594 7 3114 7 3634 7 4154 7 4674 7 5194 7 5715 6 6236 5 6759 1
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,10917 3 11436 5 11955 6 12474 7 12994 7 13514 7 14034 7 14554 7 15074 7 15594 7 16114 7 16634 7 17155 6 17676 5 18196 5 18717 4 19238 2
432f367a4c5b5674de2e2977744d10289a064e5704b21af6607b4975be47c580,90479 1 90999 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,19762 1 20021 3 20281 4 20541 4 20801 4 21061 4 21321 3 21581 3
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,34842 3 35102 4 35361 7 35621 8 35881 8 36141 9 36401 10 36661 10 36921 10 37181 10 37441 10 37701 10 37961 9 38221 7 38482 4
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,52262 1 52521 2 52781 2 53041 2 53301 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,57722 1 57982 1 58241 2 58501 2 58762 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,55139 1 55397 4 55656 6 55916 6 56176 6 56436 6 56694 8 56953 9 57213 8 57472 8 57732 8 57993 7 58253 7 58262 4 58514 4 58520 8 58779 10 59036 13 59293 17 59552 18 59812 18 60072 18 60332 18 60592 18 60852 17 61113 15 61373 15 61634 6 61642 5 61895 12 62157 9 62418 9 62678 9 62937 10 63194 13 63452 15 63702 1 63711 17 63962 2 63970 18 64221 3 64229 19 64481 4 64488 20 64741 4 64748 20 65001 4 65008 19 65261 5 65268 19 65521 5 65527 19 65781 25 66041 25 66301 25 66561 26 66821 27 67081 27 67341 4 67347 22 67601 3 67608 21 67862 1 67868 21 68129 20 68390 18 68651 17 68915 12 69178 8 69440 5
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,74362 1 74621 3 74881 4 75141 4 75401 5 75661 5 75921 5 76181 5 76441 4 76701 3
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,86582 1 86841 2 87101 3 87361 4 87621 4 87881 5 88141 5 88401 5 88661 5 88921 4 89181 4 89441 4 89701 3
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,26002 4 26262 5 26522 6 26782 5 27042 5 27302 5 27562 5 27822 4 28082 3 28343 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,29906 1 30165 2 30423 5 30683 6 30942 8 31202 8 31462 8 31722 7 31982 6 32242 4 32502 4 32762 3 33023 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,44722 2 44982 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,20809 5 21068 7 21327 9 21587 9 21846 10 22106 10 22365 11 22625 11 22884 12 23144 12 23403 13 23663 12 23924 11 24185 10 24446 8 24708 4
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,78007 5 78266 7 78526 8 78786 8 79046 8 79307 7 79569 5 79830 3 80091 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,30173 1 30433 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,23718 4 23976 7 24226 2 24234 10 24483 7 24496 8 24742 8 24756 8 25002 10 25016 8 25263 10 25276 7 25525 9 25536 6 25786 15 26047 13 26307 12 26567 10 26827 9 27088 7 27348 7 27608 6 27869 4 28121 3 28125 1 28128 5 28381 11 28641 10 28900 9 29159 9 29417 9 29675 9 29931 6 30191 5 30450 4 30701 4 30707 6 30955 15 31214 15 31473 15 31733 15 31993 14 32253 12 32513 11 32774 8 33035 5
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,14327 1 14583 8 14840 12 15098 14 15356 16 15615 17 15875 17 16134 18 16394 17 16654 16 16914 15 17174 14 17435 12 17696 10 17957 7 18221 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,39537 7 39795 14 40055 16 40314 18 40574 18 40834 19 41095 18 41356 17 41617 16 41878 15 42138 15 42399 13 42660 12 42921 11 43182 9 43444 7 43706 4
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,26536 1 26795 1 27055 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,89197 13 89455 18 89715 18 89975 17
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,25499 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,35129 3 35387 6 35646 8 35905 9 36164 10 36424 10 36684 10 36944 10 37204 9 37464 9 37724 8 37984 7 38246 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,24476 1 24728 3 24734 4 24986 9 24996 1 25246 6 25506 5
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,65290 4 65550 6 65809 9 66069 11 66329 12 66590 11 66850 12 67111 11 67371 11 67632 10 67893 8 68154 6 68416 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,74412 3 74660 6 74670 7 74918 20 75177 21 75436 22 75695 23 75955 23 76214 24 76474 24 76734 24 76994 23 77254 22 77515 10 77530 5 77776 7 78037 4
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,82221 1 82477 7 82735 9 82992 12 83251 13 83499 4 83509 15 83757 8 83767 17 84016 27 84275 28 84534 28 84794 27 85054 26 85314 19 85574 18 85834 19 86094 19 86354 20 86615 20 86875 20 87136 19 87397 19 87659 17 87924 13 88185 12 88446 11 88706 11 88967 10 89227 10 89488 9 89749 8 90011 6
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,21619 3 21878 6 22137 7 22397 7 22656 8 22916 8 23177 7 23437 5 23697 4 23958 2
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,52827 7 53084 12 53342 14 53601 16 53860 17 54120 17 54380 17 54640 16 54900 15 55161 13 55423 8
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,66609 6 66868 10 67127 13 67386 15 67645 17 67905 18 68164 19 68423 21 68683 21 68943 20 69203 20 69463 20 69724 18 69984 17 70246 13 70508 7
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,8108 4 8367 8 8626 11 8885 13 9145 13 9405 13 9665 14 9926 13 10187 12 10448 10 10709 7
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,19288 7 19547 10 19806 12 20066 13 20325 14 20585 15 20845 15 21105 15 21366 13 21626 13 21887 11 22147 10 22408 8 22669 4
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,31512 6 31771 8 31800 1 32031 10 32058 4 32290 11 32317 6 32549 13 32576 8 32809 13 32835 9 33069 13 33093 11 33330 13 33345 19 33590 34 33851 33 34111 33 34372 31 34633 6 34642 21 34895 2 34903 19 35165 15
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,47375 1 47633 8 47892 10 48151 12 48411 13 48670 15 48930 15 49189 16 49449 16 49709 16 49970 15 50230 14 50490 14 50750 13 51010 12 51270 11 51531 10 51792 8 52052 7 52314 4
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,61940 4 62195 11 62452 16 62711 18 62971 19 63230 20 63490 21 63750 21 64011 21 64271 21 64532 21 64793 20 65053 19 65314 18 65576 16 65837 15 66099 12 66360 10 66622 7
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,15659 7 15916 11 16175 12 16434 13 16694 12 16953 13 17213 12 17473 12 17733 11 17994 10 18255 8 18516 6 18778 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,1627 5 1885 8 2145 9 2404 10 2663 11 2922 13 3181 14 3440 15 3698 16 3957 17 4217 17 4476 18 4735 19 4995 19 5255 19 5514 19 5774 19 6035 18 6295 19 6555 19 6816 19 7077 18 7338 17 7599 16 7860 15 8120 15 8382 12 8643 11 8906 7 9168 3
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,11763 6 12019 14 12278 17 12537 19 12796 20 13056 20 13316 20 13576 20 13836 20 14097 18 14358 17 14621 13 14886 8 15148 5
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,75724 12 75738 5 75982 22 76241 24 76501 25 76761 25 77020 27 77280 27 77539 28 77799 28 78058 29 78318 28 78577 29 78837 29 79097 28 79358 9 79370 15 79619 5 79631 12 79891 11 80151 10 80411 8 80670 7 80929 9 81189 9 81450 7 81711 5
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,28141 4 28399 8 28659 8 28918 10 29178 10 29438 10 29698 10 29958 10 30218 10 30479 8 30740 6
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,19826 1 20083 6 20342 7 20602 7 20861 9 21121 9 21381 10 21641 11 21901 11 22161 11 22421 11 22682 10 22943 8
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,36728 4 36986 8 37245 11 37505 14 37764 18 38024 19 38285 19 38545 20 38805 21 39065 22 39326 21 39587 20 39848 19 40108 19 40370 17 40631 15 40892 13 41153 11 41417 6 41680 1
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,16190 3 16202 7 16450 6 16461 9 16710 8 16719 12 16970 21 17229 23 17489 23 17749 23 18009 23 18269 23 18529 23 18790 22 19050 22 19312 2 19319 12 19580 11 19841 9 20103 5
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,49478 2 49736 6 49994 9 50253 10 50513 11 50772 13 51032 13 51292 14 51551 14 51812 13 52072 12 52333 10 52595 6
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,71577 1 71836 3
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,25331 1 25588 6 25622 6 25847 9 25875 5 25881 8 26105 12 26134 16 26364 14 26394 17 26623 16 26653 19 26882 17 26913 20 27141 18 27173 21 27401 18 27425 4 27434 21 27660 19 27684 7 27695 20 27920 18 27943 9 27956 2 27960 16 28179 17 28202 10 28220 16 28423 7 28438 17 28461 12 28480 16 28681 10 28696 18 28720 13 28740 16 28940 12 28954 21 28979 15 28999 16 29200 36 29238 16 29258 17 29459 56 29517 18 29720 30 29753 22 29776 18 29980 28 30015 39 30240 28 30280 33 30501 27 30542 13 30557 8 30763 25 30807 6 31029 19 31065 5 31071 1 31290 18 31321 9 31550 17 31580 11 31812 14 31839 20 32073 12 32099 21 32129 3 32358 22 32386 9 32618 23 32644 12 32878 23 32904 12 33139 37 33401 17 33419 18 33662 11 33681 16 33923 2 33943 15 34203 15 34464 14 34725 12 34985 10 35247 7 35508 3
43a71aeb641faa18742cb826772a8566c6c947d7050f9ab15459de6cc2b3b6af,47669 10 47927 16 48186 18 48445 19 48705 20 48965 20 49225 20 49485 19 49746 17 50007 15 50267 11 50529 5
